DATA_DAT,SOR_CUST_NO,CUST_NO,GENR_AC_QUOT,TOT_AC_QUOT,CAN_AMT,CAN_RETURN_AMT
43123,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43061,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43092,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43123,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43153,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43184,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43214,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43153,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43184,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43214,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43153,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43153,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43184,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43184,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43214,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43214,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43061,167767986666796,7937666664107909,34.1995189335,34.1995189335,0.0,0.0
43061,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43092,167767986666796,7937666664107909,34.1995189335,34.1995189335,0.0,0.0
43092,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43123,167767986666796,7937666664107909,34.1995189335,34.1995189335,0.0,0.0
43123,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43153,167767986666796,7937666664107909,34.1995189335,34.1995189335,0.0,0.0
43153,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43184,167767986666796,7937666664107909,34.1995189335,34.1995189335,0.0,0.0
43184,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43214,167767986666796,7937666664107909,21.544346900300003,21.544346900300003,0.0,0.0
43214,167767986666796,7937666664107909,34.1995189335,34.1995189335,0.0,0.0
43061,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43092,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43123,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43153,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43184,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43214,167767986666796,7937666664107909,43.088693800600005,43.088693800600005,0.0,0.0
43123,75377167986667941,7953362271113998,0.0,98.6484829732,0.0,0.0
43153,75377167986667941,7953362271113998,0.0,98.6484829732,0.0,0.0
43184,75377167986667941,7953362271113998,0.0,98.6484829732,0.0,0.0
43214,75377167986667941,7953362271113998,0.0,98.6484829732,0.0,0.0
43245,75377167986667941,7953362271113998,0.0,98.6484829732,0.0,0.0
43276,75377167986667941,7953362271113998,0.0,98.6484829732,0.0,0.0
43123,75377167986667941,7953362271113998,54.28835233189999,54.28835233189999,0.0,0.0
43153,75377167986667941,7953362271113998,54.28835233189999,54.28835233189999,0.0,0.0
43184,75377167986667941,7953362271113998,54.28835233189999,54.28835233189999,0.0,0.0
43214,75377167986667941,7953362271113998,54.28835233189999,54.28835233189999,0.0,0.0
43245,75377167986667941,7953362271113998,54.28835233189999,54.28835233189999,0.0,0.0
43276,75377167986667941,7953362271113998,54.28835233189999,54.28835233189999,0.0,0.0
43000,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43031,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43000,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43031,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43000,76102567986666660,7950666667357602,62.1446501191,62.1446501191,0.0,0.0
43000,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43031,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43031,76102567986666660,7950666667357602,62.1446501191,62.1446501191,0.0,0.0
43000,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43000,76102567986666660,7950666667357602,54.28835233189999,54.28835233189999,0.0,0.0
43031,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43000,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43031,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43061,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43092,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43123,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43061,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43092,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43123,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43061,76102567986666660,7950666667357602,62.1446501191,62.1446501191,0.0,0.0
43061,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43092,76102567986666660,7950666667357602,62.1446501191,62.1446501191,0.0,0.0
43092,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43123,76102567986666660,7950666667357602,62.1446501191,62.1446501191,0.0,0.0
43123,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43031,76102567986666660,7950666667357602,54.28835233189999,54.28835233189999,0.0,0.0
43061,76102567986666660,7950666667357602,54.28835233189999,54.28835233189999,0.0,0.0
43061,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43092,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43092,76102567986666660,7950666667357602,54.28835233189999,54.28835233189999,0.0,0.0
43123,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43061,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43092,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43123,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43000,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43000,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43031,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43031,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43153,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43153,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43153,76102567986666660,7950666667357602,62.1446501191,62.1446501191,0.0,0.0
43153,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43123,76102567986666660,7950666667357602,54.28835233189999,54.28835233189999,0.0,0.0
43153,76102567986666660,7950666667357602,54.28835233189999,54.28835233189999,0.0,0.0
43153,76102567986666660,7950666667357602,0.0,0.0,0.0,0.0
43153,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43061,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43061,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43092,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43092,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43123,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43123,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43153,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43153,76102567986666660,7950666667357602,43.088693800600005,43.088693800600005,0.0,0.0
43000,4106667986661116,7990765340573549,54.28835233189999,54.28835233189999,0.0,0.0
43031,4106667986661116,7990765340573549,54.28835233189999,54.28835233189999,0.0,0.0
43000,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
43000,4106667986661116,7990765340573549,43.088693800600005,43.088693800600005,0.0,0.0
43031,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
43031,4106667986661116,7990765340573549,43.088693800600005,43.088693800600005,0.0,0.0
43000,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
43031,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
42880,4106667986661116,7990765340573549,54.28835233189999,54.28835233189999,0.0,0.0
42880,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
42911,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
42880,4106667986661116,7990765340573549,43.088693800600005,43.088693800600005,0.0,0.0
42939,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
42970,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
42911,4106667986661116,7990765340573549,54.28835233189999,54.28835233189999,0.0,0.0
42939,4106667986661116,7990765340573549,54.28835233189999,54.28835233189999,0.0,0.0
42970,4106667986661116,7990765340573549,54.28835233189999,54.28835233189999,0.0,0.0
42911,4106667986661116,7990765340573549,43.088693800600005,43.088693800600005,0.0,0.0
42939,4106667986661116,7990765340573549,43.088693800600005,43.088693800600005,0.0,0.0
42970,4106667986661116,7990765340573549,43.088693800600005,43.088693800600005,0.0,0.0
42880,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
42911,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
42939,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
42970,4106667986661116,7990765340573549,34.1995189335,34.1995189335,0.0,0.0
43031,6762967986666536,7913365626731962,0.0,0.0,0.0,0.0
43061,6762967986666536,7913365626731962,0.0,0.0,0.0,0.0
43092,6762967986666536,7913365626731962,0.0,0.0,0.0,0.0
43123,6762967986666536,7913365626731962,0.0,0.0,0.0,0.0
43153,6762967986666536,7913365626731962,0.0,0.0,0.0,0.0
43184,6762967986666536,7913365626731962,0.0,0.0,0.0,0.0
43031,6762967986666536,7913365626731962,73.68062997279999,73.68062997279999,0.0,0.0
43061,6762967986666536,7913365626731962,73.68062997279999,73.68062997279999,0.0,0.0
43092,6762967986666536,7913365626731962,73.68062997279999,73.68062997279999,0.0,0.0
43123,6762967986666536,7913365626731962,84.3432665302,84.3432665302,0.0,0.0
43153,6762967986666536,7913365626731962,84.3432665302,84.3432665302,0.0,0.0
43184,6762967986666536,7913365626731962,84.3432665302,84.3432665302,0.0,0.0
43000,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
43000,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
43000,62209667986666670,7905764622164038,43.088693800600005,43.088693800600005,0.0,0.0
43000,62209667986666670,7905764622164038,21.544346900300003,21.544346900300003,0.0,0.0
42849,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42849,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42880,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42880,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42911,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42911,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42939,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42939,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42970,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42970,62209667986666670,7905764622164038,62.1446501191,62.1446501191,0.0,0.0
42849,62209667986666670,7905764622164038,43.088693800600005,43.088693800600005,0.0,0.0
42880,62209667986666670,7905764622164038,43.088693800600005,43.088693800600005,0.0,0.0
42911,62209667986666670,7905764622164038,43.088693800600005,43.088693800600005,0.0,0.0
42939,62209667986666670,7905764622164038,43.088693800600005,43.088693800600005,0.0,0.0
42970,62209667986666670,7905764622164038,43.088693800600005,43.088693800600005,0.0,0.0
