DATA_DAT,CUST_NO,ORG_NO,CCY_CD,DAY_FA_BAL,YAVER_FA_BAL,DAY_AUM_BAL,YAVER_AUM_BAL,TOT_IVST_BAL,MAVER_TOT_IVST_BAL,SAVER_TOT_IVST_BAL,YAVER_TOT_IVST_BAL,FA_BAL_MAX,FA_BAL_MAX_DATE,AUM_BAL_MAX,AUM_BAL_MAX_DATE
42911,7955371022653289,888888888888,RKX,121.257803359,122.477236698,11243.77,13879.98,42.960482894399995,42.960482894399995,42.960482894399995,42.7742996491,124.069811539,42868.0,25736.79,42868.0
42911,7955371022653289,887860766367,RKX,21.4737953683,29.7016048138,1237.76,3275.29,0.0,0.0,0.0,0.0,47.135999632200004,42833.0,13090.86,42833.0
42911,7955371022653289,887662616666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42820.0,0.0,42820.0
42911,7955371022653289,887662666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42820.0,0.0,42820.0
42911,7955371022653289,887666666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42820.0,0.0,42820.0
42939,7955371022653289,887666666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42912.0,0.0,42912.0
42939,7955371022653289,887860766367,RKX,22.201509515100003,29.6269051692,1367.91,3250.64,0.0,0.0,0.0,0.0,26.1598047288,42917.0,2237.76,42917.0
42939,7955371022653289,887662666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42912.0,0.0,42912.0
42939,7955371022653289,888888888888,RKX,121.177415217,122.35933831,11492.11,13890.3,43.0340455088,42.978897162799996,47.2892021831,42.8954373067,121.903126538,42928.0,14820.92,42928.0
42939,7955371022653289,887860636366,RKX,120.92848630299999,121.777597141,10124.2,10639.66,43.0340455088,42.978897162799996,47.2892021831,42.8954373067,121.608675368,42928.0,13184.01,42928.0
42939,7955371022653289,887860636666,RKX,120.92848630299999,121.777597141,10124.2,10639.66,43.0340455088,42.978897162799996,47.2892021831,42.8954373067,121.608675368,42928.0,13184.01,42928.0
42939,7955371022653289,887662616467,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42912.0,0.0,42912.0
42939,7955371022653289,887860636367,RKX,120.92848630299999,121.777597141,10124.2,10639.66,43.0340455088,42.978897162799996,47.2892021831,42.8954373067,121.608675368,42928.0,13184.01,42928.0
42939,7955371022653289,887860766366,RKX,22.201509515100003,29.6269051692,1367.91,3250.64,0.0,0.0,0.0,0.0,26.1598047288,42917.0,2237.76,42917.0
42939,7955371022653289,887860666666,RKX,121.177415217,122.35933831,11492.11,13890.3,43.0340455088,42.978897162799996,47.2892021831,42.8954373067,121.903126538,42928.0,14820.92,42928.0
42939,7955371022653289,887866666666,RKX,121.177415217,122.35933831,11492.11,13890.3,43.0340455088,42.978897162799996,47.2892021831,42.8954373067,121.903126538,42928.0,14820.92,42928.0
42939,7955371022653289,887662616666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42912.0,0.0,42912.0
42939,7955371022653289,887662616466,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42912.0,0.0,42912.0
42939,7955371022653289,887860766666,RKX,22.201509515100003,29.6269051692,1367.91,3250.64,0.0,0.0,0.0,0.0,26.1598047288,42917.0,2237.76,42917.0
42970,7955371022653289,887860766367,RKX,24.5195068857,29.203202250900002,1842.66,3113.16,0.0,0.0,0.0,0.0,51.2664867045,42964.0,16842.66,42964.0
42970,7955371022653289,887860636366,RKX,120.808452254,121.660465946,10160.72,10666.01,42.960482894399995,42.8810993258,42.9402017183,42.95541078260001,121.490433971,42957.0,13220.2,42957.0
42970,7955371022653289,888888888888,RKX,121.144199825,122.21878148399999,12003.38,13779.17,42.960482894399995,42.8810993258,42.9402017183,42.95541078260001,123.813590879,42964.0,27020.38,42964.0
42970,7955371022653289,887662666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42940.0,0.0,42940.0
42970,7955371022653289,887662616466,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42940.0,0.0,42940.0
42970,7955371022653289,887860766666,RKX,24.5195068857,29.203202250900002,1842.66,3113.16,0.0,0.0,0.0,0.0,51.2664867045,42964.0,16842.66,42964.0
42970,7955371022653289,887662616666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42940.0,0.0,42940.0
42970,7955371022653289,887666666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42940.0,0.0,42940.0
42970,7955371022653289,887860636367,RKX,120.808452254,121.660465946,10160.72,10666.01,42.960482894399995,42.8810993258,42.9402017183,42.95541078260001,121.490433971,42957.0,13220.2,42957.0
42970,7955371022653289,887866666666,RKX,121.144199825,122.21878148399999,12003.38,13779.17,42.960482894399995,42.8810993258,42.9402017183,42.95541078260001,123.813590879,42964.0,27020.38,42964.0
42970,7955371022653289,887860666666,RKX,121.144199825,122.21878148399999,12003.38,13779.17,42.960482894399995,42.8810993258,42.9402017183,42.95541078260001,123.813590879,42964.0,27020.38,42964.0
42970,7955371022653289,887860766366,RKX,24.5195068857,29.203202250900002,1842.66,3113.16,0.0,0.0,0.0,0.0,51.2664867045,42964.0,16842.66,42964.0
42970,7955371022653289,887662616467,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42940.0,0.0,42940.0
42970,7955371022653289,887860636666,RKX,120.808452254,121.660465946,10160.72,10666.01,42.960482894399995,42.8810993258,42.9402017183,42.95541078260001,121.490433971,42957.0,13220.2,42957.0
43000,7955371022653289,887860766367,RKX,35.7108316355,28.6625004462,5692.59,2943.42,0.0,0.0,0.0,0.0,74.23036079270001,42995.0,51127.52,42995.0
43000,7955371022653289,887662666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42971.0,0.0,42971.0
43000,7955371022653289,887662616467,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42971.0,0.0,42971.0
43000,7955371022653289,887666666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42971.0,0.0,42971.0
43000,7955371022653289,887860636366,RKX,120.68833298700001,121.54105269899999,10200.91,10683.67,43.180420940299996,43.237881153500005,43.0331527275,42.978680616000005,121.41222606,42986.0,13481.72,42986.0
43000,7955371022653289,887860636367,RKX,120.68833298700001,121.54105269899999,10200.91,10683.67,43.180420940299996,43.237881153500005,43.0331527275,42.978680616000005,121.41222606,42986.0,13481.72,42986.0
43000,7955371022653289,887866666666,RKX,121.72165334200001,122.070089619,15893.5,13627.09,43.180420940299996,43.237881153500005,43.0331527275,42.978680616000005,129.40953198,42995.0,61362.43,42995.0
43000,7955371022653289,887860636666,RKX,120.68833298700001,121.54105269899999,10200.91,10683.67,43.180420940299996,43.237881153500005,43.0331527275,42.978680616000005,121.41222606,42986.0,13481.72,42986.0
43000,7955371022653289,888888888888,RKX,121.72165334200001,122.070089619,15893.5,13627.09,43.180420940299996,43.237881153500005,43.0331527275,42.978680616000005,129.40953198,42995.0,61362.43,42995.0
43000,7955371022653289,887860666666,RKX,121.72165334200001,122.070089619,15893.5,13627.09,43.180420940299996,43.237881153500005,43.0331527275,42.978680616000005,129.40953198,42995.0,61362.43,42995.0
43000,7955371022653289,887860766366,RKX,35.7108316355,28.6625004462,5692.59,2943.42,0.0,0.0,0.0,0.0,74.23036079270001,42995.0,51127.52,42995.0
43000,7955371022653289,887662616466,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42971.0,0.0,42971.0
43000,7955371022653289,887860766666,RKX,35.7108316355,28.6625004462,5692.59,2943.42,0.0,0.0,0.0,0.0,74.23036079270001,42995.0,51127.52,42995.0
43000,7955371022653289,887662616666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42971.0,0.0,42971.0
43031,7955371022653289,887860636367,RKX,120.560481796,121.41423223299999,10203.1,10664.52,43.0585105769,42.975056743500005,43.0318710896,42.97989324970001,121.252503693,43019.0,13296.91,43019.0
43031,7955371022653289,888888888888,RKX,120.77587087299999,121.931815344,11379.19,13537.95,43.0585105769,42.975056743500005,43.0318710896,42.97989324970001,121.701491834,43001.0,15781.5,43001.0
43031,7955371022653289,887866666666,RKX,120.77587087299999,121.931815344,11379.19,13537.95,43.0585105769,42.975056743500005,43.0318710896,42.97989324970001,121.701491834,43001.0,15781.5,43001.0
43031,7955371022653289,887860666666,RKX,120.77587087299999,121.931815344,11379.19,13537.95,43.0585105769,42.975056743500005,43.0318710896,42.97989324970001,121.701491834,43001.0,15781.5,43001.0
43031,7955371022653289,887662666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43001.0,0.0,43001.0
43031,7955371022653289,887860766666,RKX,21.111066871800002,28.433492193699998,1176.09,2873.43,0.0,0.0,0.0,0.0,35.4750787202,43001.0,5580.59,43001.0
43031,7955371022653289,887860766366,RKX,21.111066871800002,28.433492193699998,1176.09,2873.43,0.0,0.0,0.0,0.0,35.4750787202,43001.0,5580.59,43001.0
43031,7955371022653289,887662616467,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43001.0,0.0,43001.0
43031,7955371022653289,887860766367,RKX,21.111066871800002,28.433492193699998,1176.09,2873.43,0.0,0.0,0.0,0.0,35.4750787202,43001.0,5580.59,43001.0
43031,7955371022653289,887860636366,RKX,120.560481796,121.41423223299999,10203.1,10664.52,43.0585105769,42.975056743500005,43.0318710896,42.97989324970001,121.252503693,43019.0,13296.91,43019.0
43031,7955371022653289,887666666666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43001.0,0.0,43001.0
43031,7955371022653289,887662616466,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43001.0,0.0,43001.0
43031,7955371022653289,887662616666,RKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43001.0,0.0,43001.0
43031,7955371022653289,887860636666,RKX,120.560481796,121.41423223299999,10203.1,10664.52,43.0585105769,42.975056743500005,43.0318710896,42.97989324970001,121.252503693,43019.0,13296.91,43019.0
43092,7951375355025259,887005727777,RKX,133.286436396,133.635089448,18700.88,15134.17,0.0,0.0,0.0,0.0,134.084991007,43068.0,23027.09,43068.0
43092,7951375355025259,887005157566,RKX,4.87138675938,15.4780542705,14.45,463.51,0.0,0.0,0.0,0.0,31.279852433600002,43064.0,3825.64,43064.0
43092,7951375355025259,888888888888,RKX,133.288605386,133.704266496,18715.33,15597.68,0.0,0.0,0.0,0.0,134.425796376,43068.0,25330.66,43068.0
43092,7951375355025259,887005157577,RKX,4.87138675938,15.4780542705,14.45,463.51,0.0,0.0,0.0,0.0,31.279852433600002,43064.0,3825.64,43064.0
43092,7951375355025259,887066666666,RKX,133.288605386,133.704266496,18715.33,15597.68,0.0,0.0,0.0,0.0,134.425796376,43068.0,25330.66,43068.0
43092,7951375355025259,887005156666,RKX,4.87138675938,15.4780542705,14.45,463.51,0.0,0.0,0.0,0.0,31.279852433600002,43064.0,3825.64,43064.0
43092,7951375355025259,887005666666,RKX,133.288605386,133.704266496,18715.33,15597.68,0.0,0.0,0.0,0.0,134.425796376,43068.0,25330.66,43068.0
43092,7951375355025259,887005726666,RKX,133.286436396,133.635089448,18700.88,15134.17,0.0,0.0,0.0,0.0,134.084991007,43068.0,23027.09,43068.0
43092,7951375355025259,887005727766,RKX,133.286436396,133.635089448,18700.88,15134.17,0.0,0.0,0.0,0.0,134.084991007,43068.0,23027.09,43068.0
43123,7951375355025259,887005156666,RKX,4.498600387780002,15.746956664,11.38,488.09,0.0,0.0,0.0,0.0,22.9153790277,43105.0,1504.15,43105.0
43123,7951375355025259,887005727766,RKX,133.232965355,133.591930023,19374.67,15851.05,0.0,0.0,0.0,0.0,134.03277730899998,43099.0,23700.88,43099.0
43123,7951375355025259,887005666666,RKX,133.234674906,133.664820577,19386.05,16339.14,0.0,0.0,0.0,0.0,134.183054194,43102.0,24714.4,43102.0
43123,7951375355025259,887005157577,RKX,4.498600387780002,15.746956664,11.38,488.09,0.0,0.0,0.0,0.0,22.9153790277,43105.0,1504.15,43105.0
43123,7951375355025259,887005727777,RKX,133.232965355,133.591930023,19374.67,15851.05,0.0,0.0,0.0,0.0,134.03277730899998,43099.0,23700.88,43099.0
43123,7951375355025259,888888888888,RKX,133.234674906,133.664820577,19386.05,16339.14,0.0,0.0,0.0,0.0,134.183054194,43102.0,24714.4,43102.0
43123,7951375355025259,887005157566,RKX,4.498600387780002,15.746956664,11.38,488.09,0.0,0.0,0.0,0.0,22.9153790277,43105.0,1504.15,43105.0
43123,7951375355025259,887005726666,RKX,133.232965355,133.591930023,19374.67,15851.05,0.0,0.0,0.0,0.0,134.03277730899998,43099.0,23700.88,43099.0
43123,7951375355025259,887066666666,RKX,133.234674906,133.664820577,19386.05,16339.14,0.0,0.0,0.0,0.0,134.183054194,43102.0,24714.4,43102.0
42970,7951375355025259,888888888888,RKX,133.52291320700002,133.892272517,16201.33,12877.36,0.0,0.0,0.0,0.0,133.643869084,42968.0,17010.73,42968.0
42970,7951375355025259,887005157566,RKX,11.8643994041,15.6087393504,208.76,475.35,0.0,0.0,0.0,0.0,20.1203411152,42968.0,1018.16,42968.0
42970,7951375355025259,887005727766,RKX,133.49168076,133.821526711,15992.57,12402.01,0.0,0.0,0.0,0.0,133.540150922,42940.0,15992.57,42960.0
42970,7951375355025259,887005666666,RKX,133.52291320700002,133.892272517,16201.33,12877.36,0.0,0.0,0.0,0.0,133.643869084,42968.0,17010.73,42968.0
42970,7951375355025259,887005726666,RKX,133.49168076,133.821526711,15992.57,12402.01,0.0,0.0,0.0,0.0,133.540150922,42940.0,15992.57,42960.0
42970,7951375355025259,887005157577,RKX,11.8643994041,15.6087393504,208.76,475.35,0.0,0.0,0.0,0.0,20.1203411152,42968.0,1018.16,42968.0
42970,7951375355025259,887005156666,RKX,11.8643994041,15.6087393504,208.76,475.35,0.0,0.0,0.0,0.0,20.1203411152,42968.0,1018.16,42968.0
42970,7951375355025259,887066666666,RKX,133.52291320700002,133.892272517,16201.33,12877.36,0.0,0.0,0.0,0.0,133.643869084,42968.0,17010.73,42968.0
42970,7951375355025259,887005727777,RKX,133.49168076,133.821526711,15992.57,12402.01,0.0,0.0,0.0,0.0,133.540150922,42940.0,15992.57,42960.0
43000,7951375355025259,887005727777,RKX,133.440869136,133.774830875,16666.36,13078.05,0.0,0.0,0.0,0.0,134.235747475,42978.0,20992.57,42978.0
43000,7951375355025259,887005157566,RKX,4.902650239230001,15.6083015206,14.73,475.31,0.0,0.0,0.0,0.0,27.122697179,42976.0,2494.07,42976.0
43000,7951375355025259,888888888888,RKX,133.44307504,133.845620085,16681.09,13553.36,0.0,0.0,0.0,0.0,134.495597024,42978.0,22751.83,42978.0
43000,7951375355025259,887066666666,RKX,133.44307504,133.845620085,16681.09,13553.36,0.0,0.0,0.0,0.0,134.495597024,42978.0,22751.83,42978.0
43000,7951375355025259,887005156666,RKX,4.902650239230001,15.6083015206,14.73,475.31,0.0,0.0,0.0,0.0,27.122697179,42976.0,2494.07,42976.0
43000,7951375355025259,887005726666,RKX,133.440869136,133.774830875,16666.36,13078.05,0.0,0.0,0.0,0.0,134.235747475,42978.0,20992.57,42978.0
43000,7951375355025259,887005666666,RKX,133.44307504,133.845620085,16681.09,13553.36,0.0,0.0,0.0,0.0,134.495597024,42978.0,22751.83,42978.0
43000,7951375355025259,887005727766,RKX,133.440869136,133.774830875,16666.36,13078.05,0.0,0.0,0.0,0.0,134.235747475,42978.0,20992.57,42978.0
43000,7951375355025259,887005157577,RKX,4.902650239230001,15.6083015206,14.73,475.31,0.0,0.0,0.0,0.0,27.122697179,42976.0,2494.07,42976.0
43031,7951375355025259,887005727777,RKX,133.389396812,133.72348563399999,17340.15,13727.2,0.0,0.0,0.0,0.0,133.440869136,43001.0,17340.15,43011.0
43031,7951375355025259,887066666666,RKX,133.526840914,133.799752882,18258.16,14238.92,0.0,0.0,0.0,0.0,133.698785807,43012.0,19409.27,43012.0
43031,7951375355025259,887005726666,RKX,133.389396812,133.72348563399999,17340.15,13727.2,0.0,0.0,0.0,0.0,133.440869136,43001.0,17340.15,43011.0
43031,7951375355025259,887005157577,RKX,19.4377413872,15.997082801500001,918.01,511.72,0.0,0.0,0.0,0.0,25.485425479,43012.0,2069.12,43012.0
43031,7951375355025259,887005666666,RKX,133.526840914,133.799752882,18258.16,14238.92,0.0,0.0,0.0,0.0,133.698785807,43012.0,19409.27,43012.0
43031,7951375355025259,887005156666,RKX,19.4377413872,15.997082801500001,918.01,511.72,0.0,0.0,0.0,0.0,25.485425479,43012.0,2069.12,43012.0
43031,7951375355025259,887005727766,RKX,133.389396812,133.72348563399999,17340.15,13727.2,0.0,0.0,0.0,0.0,133.440869136,43001.0,17340.15,43011.0
43031,7951375355025259,887005157566,RKX,19.4377413872,15.997082801500001,918.01,511.72,0.0,0.0,0.0,0.0,25.485425479,43012.0,2069.12,43012.0
43031,7951375355025259,888888888888,RKX,133.526840914,133.799752882,18258.16,14238.92,0.0,0.0,0.0,0.0,133.698785807,43012.0,19409.27,43012.0
43061,7951375355025259,887066666666,RKX,133.342187801,133.742295233,18046.77,14850.96,0.0,0.0,0.0,0.0,134.160190098,43040.0,22512.87,43040.0
43061,7951375355025259,887005727777,RKX,133.33923612799998,133.677612164,18027.09,14417.3,0.0,0.0,0.0,0.0,134.134595584,43040.0,22340.15,43040.0
43061,7951375355025259,887005157577,RKX,5.3997256376400005,15.1383933002,19.68,433.66,0.0,0.0,0.0,0.0,17.7597711195,43035.0,700.2,43035.0
43061,7951375355025259,887005726666,RKX,133.33923612799998,133.677612164,18027.09,14417.3,0.0,0.0,0.0,0.0,134.134595584,43040.0,22340.15,43040.0
43061,7951375355025259,887005727766,RKX,133.33923612799998,133.677612164,18027.09,14417.3,0.0,0.0,0.0,0.0,134.134595584,43040.0,22340.15,43040.0
43061,7951375355025259,888888888888,RKX,133.342187801,133.742295233,18046.77,14850.96,0.0,0.0,0.0,0.0,134.160190098,43040.0,22512.87,43040.0
43061,7951375355025259,887005666666,RKX,133.342187801,133.742295233,18046.77,14850.96,0.0,0.0,0.0,0.0,134.160190098,43040.0,22512.87,43040.0
43061,7951375355025259,887005156666,RKX,5.3997256376400005,15.1383933002,19.68,433.66,0.0,0.0,0.0,0.0,17.7597711195,43035.0,700.2,43035.0
43061,7951375355025259,887005157566,RKX,5.3997256376400005,15.1383933002,19.68,433.66,0.0,0.0,0.0,0.0,17.7597711195,43035.0,700.2,43035.0
42849,7910375605058052,887460606267,RKX,16.1643477502,44.878579670600004,527.94,11298.67,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42849,7910375605058052,887460606266,RKX,16.1643477502,44.878579670600004,527.94,11298.67,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42849,7910375605058052,887460606666,RKX,16.1643477502,44.878579670600004,527.94,11298.67,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42849,7910375605058052,887460666666,RKX,16.1643477502,44.878579670600004,527.94,11298.67,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42849,7910375605058052,887466666666,RKX,16.1643477502,44.878579670600004,527.94,11298.67,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42849,7910375605058052,888888888888,RKX,16.1643477502,44.878579670600004,527.94,11298.67,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42880,7910375605058052,887466666666,RKX,16.1480017465,42.6698055416,526.34,9711.18,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42880,7910375605058052,887460606266,RKX,16.1480017465,42.6698055416,526.34,9711.18,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42880,7910375605058052,887460606267,RKX,16.1480017465,42.6698055416,526.34,9711.18,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42880,7910375605058052,888888888888,RKX,16.1480017465,42.6698055416,526.34,9711.18,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42880,7910375605058052,887460666666,RKX,16.1480017465,42.6698055416,526.34,9711.18,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42880,7910375605058052,887460606666,RKX,16.1480017465,42.6698055416,526.34,9711.18,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42911,7910375605058052,887460606267,RKX,16.1275225907,40.2127002932,524.34,8128.3,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42911,7910375605058052,887460606266,RKX,16.1275225907,40.2127002932,524.34,8128.3,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42911,7910375605058052,887460606666,RKX,16.1275225907,40.2127002932,524.34,8128.3,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42911,7910375605058052,888888888888,RKX,16.1275225907,40.2127002932,524.34,8128.3,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42911,7910375605058052,887460666666,RKX,16.1275225907,40.2127002932,524.34,8128.3,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42911,7910375605058052,887466666666,RKX,16.1275225907,40.2127002932,524.34,8128.3,0.0,0.0,0.0,0.0,16.1847338784,42820.0,529.94,42820.0
42939,7910375605058052,887460666666,RKX,16.1069912926,37.4118105436,522.34,6545.4,0.0,0.0,0.0,0.0,16.1275225907,42912.0,524.34,42912.0
42939,7910375605058052,887460606666,RKX,16.1069912926,37.4118105436,522.34,6545.4,0.0,0.0,0.0,0.0,16.1275225907,42912.0,524.34,42912.0
42939,7910375605058052,888888888888,RKX,16.1069912926,37.4118105436,522.34,6545.4,0.0,0.0,0.0,0.0,16.1275225907,42912.0,524.34,42912.0
42939,7910375605058052,887460606267,RKX,16.1069912926,37.4118105436,522.34,6545.4,0.0,0.0,0.0,0.0,16.1275225907,42912.0,524.34,42912.0
42939,7910375605058052,887460606266,RKX,16.1069912926,37.4118105436,522.34,6545.4,0.0,0.0,0.0,0.0,16.1275225907,42912.0,524.34,42912.0
42939,7910375605058052,887466666666,RKX,16.1069912926,37.4118105436,522.34,6545.4,0.0,0.0,0.0,0.0,16.1275225907,42912.0,524.34,42912.0
42970,7910375605058052,887460606267,RKX,16.0904254892,34.1128201467,520.73,4962.07,0.0,0.0,0.0,0.0,16.1069912926,42940.0,522.34,42940.0
42970,7910375605058052,888888888888,RKX,16.0904254892,34.1128201467,520.73,4962.07,0.0,0.0,0.0,0.0,16.1069912926,42940.0,522.34,42940.0
42970,7910375605058052,887460666666,RKX,16.0904254892,34.1128201467,520.73,4962.07,0.0,0.0,0.0,0.0,16.1069912926,42940.0,522.34,42940.0
42970,7910375605058052,887460606666,RKX,16.0904254892,34.1128201467,520.73,4962.07,0.0,0.0,0.0,0.0,16.1069912926,42940.0,522.34,42940.0
42970,7910375605058052,887466666666,RKX,16.0904254892,34.1128201467,520.73,4962.07,0.0,0.0,0.0,0.0,16.1069912926,42940.0,522.34,42940.0
42970,7910375605058052,887460606266,RKX,16.0904254892,34.1128201467,520.73,4962.07,0.0,0.0,0.0,0.0,16.1069912926,42940.0,522.34,42940.0
